doi,abstract,title,journal,description,cover_date,first_name,last_name,date
10.1613/jair.3647,"We present a model for aggregation of product review snippets by joint aspect identification and sentiment analysis. Our model simultaneously identifies an underlying set of ratable aspects presented in the reviews of a product (e.g., sushi and miso for a Japanese restaurant) and determines the corresponding sentiment of each aspect. This approach directly enables discovery of highly-rated or inconsistent aspects of a product. Our generative model admits an efficient variational mean-field inference algorithm. It is also easily extensible, and we describe several modifications and their effects on model structure and inference. We test our model on two tasks, joint aspect identification and sentiment analysis on a set of Yelp reviews and aspect identification alone on a set of medical summaries. We evaluate the performance of the model on aspect identification, sentiment analysis, and per-word labeling accuracy. We demonstrate that our model outperforms applicable baselines by a considerable margin, yielding up to 32% relative error reduction on aspect identification and up to 20% relative error reduction on sentiment analysis. © 2013 AI Access Foundation. All rights reserved.",Automatic aggregation by joint modeling of aspects and values,Journal of Artificial Intelligence Research,Article,1/1/2013,Regina,Barzilay,2013
10.1613/jair.3904,"To achieve an optimal outcome in many situations, agents need to choose distinct actions from one another. This is the case notably in many resource allocation problems, where a single resource can only be used by one agent at a time. How shall a designer of a multi-agent system program its identical agents to behave each in a different way? From a game theoretic perspective, such situations lead to undesirable Nash equilibria. For example consider a resource allocation game in that two players compete for an exclusive access to a single resource. It has three Nash equilibria. The two pure-strategy NE are efficient, but not fair. The one mixed-strategy NE is fair, but not efficient. Aumann's notion of correlated equilibrium fixes this problem: It assumes a correlation device that suggests each agent an action to take. However, such a ""smart"" coordination device might not be available. We propose using a randomly chosen, ""stupid"" integer coordination signal. ""Smart"" agents learn which action they should use for each value of the coordination signal. We present a multi-agent learning algorithm that converges in polynomial number of steps to a correlated equilibrium of a channel allocation game, a variant of the resource allocation game. We show that the agents learn to play for each coordination signal value a randomly chosen pure-strategy Nash equilibrium of the game. Therefore, the outcome is an efficient correlated equilibrium. This CE becomes more fair as the number of the available coordination signal values increases. © 2013 AI Access Foundation.",Decentralized anti-coordination through multi-agent learning,Journal of Artificial Intelligence Research,Article,1/1/2013,Boi,Faltings,2013
10.1613/jair.3983,"As large-scale theft of data from corporate servers is becoming increasingly common, it becomes interesting to examine alternatives to the paradigm of centralizing sensitive data into large databases. Instead, one could use cryptography and distributed computation so that sensitive data can be supplied and processed in encrypted form, and only the final result is made known. In this paper, we examine how such a paradigm can be used to implement constraint satisfaction, a technique that can solve a broad class of AI problems such as resource allocation, planning, scheduling, and diagnosis. Most previous work on privacy in constraint satisfaction only attempted to protect specific types of information, in particular the feasibility of particular combinations of decisions. We formalize and extend these restricted notions of privacy by introducing four types of private information, including the feasibility of decisions and the final decisions made, but also the identities of the participants and the topology of the problem. We present distributed algorithms that allow computing solutions to constraint satisfaction problems while maintaining these four types of privacy. We formally prove the privacy properties of these algorithms, and show experiments that compare their respective performance on benchmark problems. © 2013 AI Access Foundation. All rights reserved.",Protecting privacy through distributed computation in multi-agent decision making,Journal of Artificial Intelligence Research,Article,1/1/2013,Boi,Faltings,2013
10.1613/jair.4166,"We analyze symmetric protocols to rationally coordinate on an asymmetric, eficient allocation in an infinitely repeated N-agent, C-resource allocation problems, where the resources are all homogeneous. Bhaskar proposed one way to achieve this in 2-agent, 1- resource games: Agents start by symmetrically randomizing their actions, and as soon as they each choose different actions, they start to follow a potentially asymmetric \conven- tion"" that prescribes their actions from then on. We extend the concept of convention to the general case of infinitely repeated resource allocation games with N agents and C resources. We show that for any convention, there exists a symmetric subgame-perfect equilibrium which implements it. We present two conventions: bourgeois, where agents stick to the first allocation; and market, where agents pay for the use of resources, and observe a global coordination signal which allows them to alternate between different al- locations. We define price of anonymity of a convention as a ratio between the maximum social payoff of any (asymmetric) strategy profile and the expected social payoff of the subgame-perfect equilibrium which implements the convention. We show that while the price of anonymity of the bourgeois convention is infinite, the market convention decreases this price by reducing the con ict between the agents.© 2014 AI Access Foundation.",Symmetric subgame-perfect equilibria in resource allocation,Journal of Artificial Intelligence Research,Review,1/1/2014,Boi,Faltings,2014
10.18564/jasss.2166,"In this paper we introduce and motivate a conceptualization framework for agent-based social simulation, MAIA: Modelling Agent systems based on Institutional Analysis. The MAIA framework is based on Ostrom's Institutional Analysis and Development framework, and provides an extensive set of modelling concepts that is rich enough to capture a large range of complex social phenomena. Developing advanced agent-based models requires substantial experience and knowledge of software development knowledge and skills. MAIA has been developed to help modellers who are unfamiliar with software development to conceptualize and implement agent-based models. It provides the foundation for a conceptualization procedure that guides modellers to adequately capture, analyse, and understand the domain of application, and helps them report explicitly on the motivations behind modelling choices. A web-based application supports conceptualization with MAIA, and outputs an XML file which is used to generate Java code for an executable simulation. © JASSS.",MAIA: A framework for developing agent-based social simulations,JASSS,Article,1/1/2013,Virginia,Dignum,2013
10.18653/v1/2020.coling-demos.12,"© COLING 2020 - 28th International Conference on Computational Linguistics, Proceedings of System Demonstrations.We demonstrate TrainX, a system for Named Entity Linking for medical experts. It combines state-of-the-art entity recognition and linking architectures, such as Flair and fine-tuned Bi-Encoders based on BERT, with an easy-to-use interface for healthcare professionals. We support medical experts in annotating training data by using active sampling strategies to forward informative samples to the annotator. We demonstrate that our model is capable of linking against large knowledge bases, such as UMLS (3.6 million entities), and supporting zero-shot cases, where the linker has never seen the entity before. Those zero-shot capabilities help to mitigate the problem of rare and expensive training data that is a common issue in the medical domain.",TrainX – Named Entity Linking with Active Sampling and Bi-Encoders,"COLING 2020 - 28th International Conference on Computational Linguistics, Proceedings of System Demonstrations",Conference Paper,1/1/2020,Felix,Gers,2020
10.18653/v1/d15-1080,"© 2015 Association for Computational Linguistics.Elementary-level science exams pose significant knowledge acquisition and reasoning challenges for automatic question answering. We develop a system that reasons with knowledge derived from textbooks, represented in a subset of firstorder logic. Automatic extraction, while scalable, often results in knowledge that is incomplete and noisy, motivating use of reasoning mechanisms that handle uncertainty. Markov Logic Networks (MLNs) seem a natural model for expressing such knowledge, but the exact way of leveraging MLNs is by no means obvious. We investigate three ways of applying MLNs to our task. First, we simply use the extracted science rules directly as MLN clauses and exploit the structure present in hard constraints to improve tractability. Second, we interpret science rules as describing prototypical entities, resulting in a drastically simplified but brittle network. Our third approach, called Praline, uses MLNs to align lexical elements as well as define and control how inference should be performed in this task. Praline demonstrates a 15% accuracy boost and a 107times; reduction in runtime as compared to other MLN-based methods, and comparable accuracy to word-based baseline approaches.",Exploring Markov logic networks for question answering,Conference Proceedings - EMNLP 2015: Conference on Empirical Methods in Natural Language Processing,Conference Paper,1/1/2015,Oren,Etzioni,2015
10.18653/v1/d15-1180,"© 2015 Association for Computational Linguistics.The success of deep learning often derives from well-chosen operational building blocks. In this work, we revise the temporal convolution operation in CNNs to better adapt it to text processing. Instead of concatenating word representations, we appeal to tensor algebra and use low-rank n-gram tensors to directly exploit interactions between words already at the convolution stage. Moreover, we extend the n-gram convolution to non-consecutive words to recognize patterns with intervening words. Through a combination of lowrank tensors, and pattern weighting, we can efficiently evaluate the resulting convolution operation via dynamic programming. We test the resulting architecture on standard sentiment classification and news categorization tasks. Our model achieves state-of-the-art performance both in terms of accuracy and training speed. For instance, we obtain 51.2% accuracy on the fine-grained sentiment classification task.1.","Molding CNNs for text: Non-linear, non-consecutive convolutions",Conference Proceedings - EMNLP 2015: Conference on Empirical Methods in Natural Language Processing,Conference Paper,1/1/2015,Regina,Barzilay,2015
10.18653/v1/d17-1057,"© 2017 Association for Computational Linguistics.In this paper, we propose a novel method for combining deep learning and classical feature based models using a Multi-Layer Perceptron (MLP) network for financial sentiment analysis. We develop various deep learning models based on Convolutional Neural Network (CNN), Long Short Term Memory (LSTM) and Gated Recurrent Unit (GRU). These are trained on top of pre-trained, autoencoder-based, financial word embeddings and lexicon features. An ensemble is constructed by combining these deep learning models and a classical supervised model based on Support Vector Regression (SVR). We evaluate our proposed technique on a benchmark dataset of SemEval-2017 shared task on financial sentiment analysis. The propose model shows impressive results on two datasets, i.e. microblogs and news headlines datasets. Comparisons show that our proposed model performs better than the existing state-of-the-art systems for the above two datasets by 2.0 and 4.1 cosine points, respectively.",A Multilayer perceptron based ensemble technique for fine-grained financial sentiment analysis,"EMNLP 2017 - Conference on Empirical Methods in Natural Language Processing, Proceedings",Conference Paper,1/1/2017,Pushpak,Bhattacharyya,2017
10.18653/v1/e17-1077,"© 2017 Association for Computational Linguistics.End-to-end relation extraction refers to identifying boundaries of entity mentions, entity types of these mentions and appropriate semantic relation for each pair of mentions. Traditionally, separate predictive models were trained for each of these tasks and were used in a ""pipeline"" fashion where output of one model is fed as input to another. But it was observed that addressing some of these tasks jointly results in better performance. We propose a single, joint neural network based model to carry out all the three tasks of boundary identification, entity type classification and relation type classification. This model is referred to as ""All Word Pairs"" model (AWP-NN) as it assigns an appropriate label to each word pair in a given sentence for performing end-to-end relation extraction. We also propose to refine output of the AWP-NN model by using inference in Markov Logic Networks (MLN) so that additional domain knowledge can be effectively incorporated. We demonstrate effectiveness of our approach by achieving better end-to-end relation extraction performance than all 4 previous joint modelling approaches, on the standard dataset of ACE 2004.",End-to-end relation extraction using neural networks and markov logic networks,"15th Conference of the European Chapter of the Association for Computational Linguistics, EACL 2017 - Proceedings of Conference",Conference Paper,1/1/2017,Pushpak,Bhattacharyya,2017
10.18653/v1/e17-1109,"© 2017 Association for Computational Linguistics.Text mining has drawn significant attention in recent past due to the rapid growth in biomedical and clinical records. Entity extraction is one of the fundamental components for biomedical text mining. In this paper, we propose a novel approach of feature selection for entity extraction that exploits the concept of deep learning and Particle Swarm Optimization (PSO). The system utilizes word embedding features along with several other features extracted by studying the properties of the datasets. We obtain an interesting observation that compact word embedding features as determined by PSO are more effective compared to the entire word embedding feature set for entity extraction. The proposed system is evaluated on three benchmark biomedical datasets such as GENIA, GENETAG and AiMed. The effectiveness of the proposed approach is evident with significant performance gains over the baseline models as well as the other existing systems. We observe improvements of 7.86%, 5.27% and 7.25% F-measure points over the baseline models for GENIA, GENETAG, and AiMed dataset respectively.",Entity extraction in biomedical corpora: An approach to evaluateword embedding features with PSO based feature selection,"15th Conference of the European Chapter of the Association for Computational Linguistics, EACL 2017 - Proceedings of Conference",Conference Paper,1/1/2017,Pushpak,Bhattacharyya,2017
10.18653/v1/p16-1014,"© 2016 Association for Computational Linguistics.The problem of rare and unknown words is an important issue that can potentially effect the performance of many NLP systems, including traditional count-based and deep learning models. We propose a novel way to deal with the rare and unseen words for the neural network models using attention. Our model uses two softmax layers in order to predict the next word in conditional language models: one predicts the location of a word in the source sentence, and the other predicts a word in the shortlist vocabulary. At each timestep, the decision of which softmax layer to use is adaptively made by an MLP which is conditioned on the context. We motivate this work from a psychological evidence that humans naturally have a tendency to point towards objects in the context or the environment when the name of an object is not known. Using our proposed model, we observe improvements on two tasks, neural machine translation on the Europarl English to French parallel corpora and text summarization on the Gigaword dataset.",Pointing the unknown words,"54th Annual Meeting of the Association for Computational Linguistics, ACL 2016 - Long Papers",Conference Paper,1/1/2016,Yoshua,Bengio,2016
10.18653/v1/p18-2011,"© 2018 Association for Computational LinguisticsIdentification of distinct and independent participants (entities of interest) in a narrative is an important task for many NLP applications. This task becomes challenging because these participants are often referred to using multiple aliases. In this paper, we propose an approach based on linguistic knowledge for identification of aliases mentioned using proper nouns, pronouns or noun phrases with common noun headword. We use Markov Logic Network (MLN) to encode the linguistic knowledge for identification of aliases. We evaluate on four diverse history narratives of varying complexity as well as newswire subset of ACE 2005 dataset. Our approach performs better than the state-of-the-art.",Identification of alias links among participants in narratives,"ACL 2018 - 56th Annual Meeting of the Association for Computational Linguistics, Proceedings of the Conference (Long Papers)",Conference Paper,1/1/2018,Pushpak,Bhattacharyya,2018
10.19173/IRRODL.V22I4.5474,"© 2022. All Rights Reserved.The purpose of this study was to design a curriculum of artificial intelligence (AI) application for secondary schools. The learning objective of the curriculum was to allow students to learn the application of conversational AI on a block-based programming platform. Moreover, the empirical study actually implemented the curriculum in the formal learning of a secondary school for a period of six weeks. The study evaluated the learning performance of students who were taught with the cycle of experiential learning in one class, while also evaluating the learning performance of students who were taught with the conventional instruction, which was called the cycle of doing projects. Two factors, learning approach and gender, were taken into account. The results showed that females' learning effectiveness was significantly better than that of males regardless of whether they used experiential learning or the conventional projects approach. Most of the males tended to be distracted from the conversational AI curriculum because they misbehaved during the conversational AI process. In particular, in their performance using the Voice User Interface with the conventional learning approach, the females outperformed the males significantly. The results of two-way ANCOVA revealed a significant interaction between gender and learning approach on computational thinking concepts. Females with the conventional learning approach of doing projects had the best computational thinking concepts in comparison with the other groups.",The Effects on Secondary School Students of Applying Experiential Learning to the Conversational AI Learning Curriculum,International Review of Research in Open and Distance Learning,Article,2/1/2022,Hal,Abelson,2022
10.21437/Interspeech.2017-775,"Copyright © 2017 ISCA.Speech recognition is largely taking advantage of deep learning, showing that substantial benefits can be obtained by modern Recurrent Neural Networks (RNNs). The most popular RNNs are Long Short-Term Memory (LSTMs), which typically reach state-of-the-art performance in many tasks thanks to their ability to learn long-term dependencies and robustness to vanishing gradients. Nevertheless, LSTMs have a rather complex design with three multiplicative gates, that might impair their efficient implementation. An attempt to simplify LSTMs has recently led to Gated Recurrent Units (GRUs), which are based on just two multiplicative gates. This paper builds on these efforts by further revising GRUs and proposing a simplified architecture potentially more suitable for speech recognition. The contribution of this work is two-fold. First, we suggest to remove the reset gate in the GRU design, resulting in a more efficient single-gate architecture. Second, we propose to replace tanh with ReLU activations in the state update equations. Results show that, in our implementation, the revised architecture reduces the per-epoch training time with more than 30% and consistently improves recognition performance across different tasks, input features, and noisy conditions when compared to a standard GRU.",Improving speech recognition by revising gated recurrent units,"Proceedings of the Annual Conference of the International Speech Communication Association, INTERSPEECH",Conference Paper,1/1/2017,Yoshua,Bengio,2017
10.21437/Interspeech.2019-2380,"Copyright © 2019 ISCALearning good representations is of crucial importance in deep learning. Mutual Information (MI) or similar measures of statistical dependence are promising tools for learning these representations in an unsupervised way. Even though the mutual information between two random variables is hard to measure directly in high dimensional spaces, some recent studies have shown that an implicit optimization of MI can be achieved with an encoder-discriminator architecture similar to that of Generative Adversarial Networks (GANs). In this work, we learn representations that capture speaker identities by maximizing the mutual information between the encoded representations of chunks of speech randomly sampled from the same sentence. The proposed encoder relies on the SincNet architecture and transforms raw speech waveform into a compact feature vector. The discriminator is fed by either positive samples (of the joint distribution of encoded chunks) or negative samples (from the product of the marginals) and is trained to separate them. We report experiments showing that this approach effectively learns useful speaker representations, leading to promising results on speaker identification and verification tasks. Our experiments consider both unsupervised and semi-supervised settings and compare the performance achieved with different objective functions.",Learning speaker representations with mutual information,"Proceedings of the Annual Conference of the International Speech Communication Association, INTERSPEECH",Conference Paper,1/1/2019,Yoshua,Bengio,2019
10.2174/1568026611313050003,"Recent years have seen a dramatic increase in the amount and availability of data in the diverse areas of medicinal chemistry, making it possible to achieve significant advances in fields such as the design, synthesis and biological evaluation of compounds. However, with this data explosion, the storage, management and analysis of available data to extract relevant information has become even a more complex task that offers challenging research issues to Artificial Intelligence (AI) scientists. Ontologies have emerged in AI as a key tool to formally represent and semantically organize aspects of the real world. Beyond glossaries or thesauri, ontologies facilitate communication between experts and allow the application of computational techniques to extract useful information from available data. In medicinal chemistry, multiple ontologies have been developed during the last years which contain knowledge about chemical compounds and processes of synthesis of pharmaceutical products. This article reviews the principal standards and ontologies in medicinal chemistry, analyzes their main applications and suggests future directions. © 2013 Bentham Science Publishers.",Ontologies in medicinal chemistry: Current status and future challenges,Current Topics in Medicinal Chemistry,Review,6/10/2013,Asunción Gómez,Pérez,2013
10.2190/PUWY-N3AL-KK3T-B89L,"Objective: This study compares the psychological symptoms and bereavement distress of individuals bereaved by AIDS with a group bereaved by a cancer death, and addresses the question of whether an AIDS death is associated with a higher rate of adverse psychosocial factors that may increase risk of psychological morbidity in the bereaved individuals. Method: AIDS (n = 28) and cancer (n = 30) bereaved individuals (all within 3 months of the bereavement) completed measures of psychological morbidity and measures addressing a range of other adverse factors, e.g., number of losses, levels of social support and stigma. Results: The cancer and AIDS bereaved were essentially similar on all psychological symptom measures. The AIDS group reported lower levels of social support in response to the bereavement than cancer bereaved individuals; a greater number of bereavements, were more likely to conceal the cause of death from significant others including their own family and perceived, in some instances, a greater level of rejection from others. The AIDS group reported higher levels of social support from friends than from family. Conclusions: At three months following bereavement, AIDS and cancer bereaved were similar in levels of distress. While this may change with the progress of grief over time, it suggests essentially similar early bereavement responses. Those bereaved by AIDS reported a range of other adverse factors such as a greater number of losses, lower social support, stigma, and less open disclosure of the cause of death.",A comparison of the psychosocial aspects of AIDS and cancer-related bereavement,International Journal of Psychiatry in Medicine,Article,1/1/1996,W,Ross,1996
10.2196/27868,"© Alison Darcy, Jade Daniels, David Salinger, Paul Wicks, Athena Robinson.Background: There are far more patients in mental distress than there is time available for mental health professionals to support them. Although digital tools may help mitigate this issue, critics have suggested that technological solutions that lack human empathy will prevent a bond or therapeutic alliance from being formed, thereby narrowing these solutions’ efficacy. Objective: We aimed to investigate whether users of a cognitive behavioral therapy (CBT)–based conversational agent would report therapeutic bond levels that are similar to those in literature about other CBT modalities, including face-to-face therapy, group CBT, and other digital interventions that do not use a conversational agent. Methods: A cross-sectional, retrospective study design was used to analyze aggregate, deidentified data from adult users who self-referred to a CBT-based, fully automated conversational agent (Woebot) between November 2019 and August 2020. Working alliance was measured with the Working Alliance Inventory-Short Revised (WAI-SR), and depression symptom status was assessed by using the 2-item Patient Health Questionnaire (PHQ-2). All measures were administered by the conversational agent in the mobile app. WAI-SR scores were compared to those in scientific literature abstracted from recent reviews. Results: Data from 36,070 Woebot users were included in the analysis. Participants ranged in age from 18 to 78 years, and 57.48% (20,734/36,070) of participants reported that they were female. The mean PHQ-2 score was 3.03 (SD 1.79), and 54.67% (19,719/36,070) of users scored over the cutoff score of 3 for depression screening. Within 5 days of initial app use, the mean WAI-SR score was 3.36 (SD 0.8) and the mean bond subscale score was 3.8 (SD 1.0), which was comparable to those in recent studies from the literature on traditional, outpatient, individual CBT and group CBT (mean bond subscale scores of 4 and 3.8, respectively). PHQ-2 scores at baseline weakly correlated with bond scores (r=-0.04; P<.001); however, users with depression and those without depression had high bond scores of 3.45. Conclusions: Although bonds are often presumed to be the exclusive domain of human therapeutic relationships, our findings challenge the notion that digital therapeutics are incapable of establishing a therapeutic bond with users. Future research might investigate the role of bonds as mediators of clinical outcomes, since boosting the engagement and efficacy of digital therapeutics could have major public health benefits.","Evidence of human-level bonds established with a digital conversational agent: Cross-sectional, retrospective observational study",JMIR Formative Research,Article,5/1/2021,Alison,Darcy,2021
10.2200/S00206ED1V01Y200907AIM007,"Most subfields of computer science have an interface layer via which applications communicate with the infrastructure, and this is key to their success (e.g., the Internet in networking, the relational model in databases, etc.). So far this interface layer has been missing in AI. First-order logic and probabilistic graphical models each have some of the necessary features, but a viable interface layer requires combining both. Markov logic is a powerful new language that accomplishes this by attaching weights to first-order formulas and treating them as templates for features of Markov random fields. Most statistical models in wide use are special cases of Markov logic, and first-order logic is its infinite-weight limit. Artificial intelligence needs an interface layer, a language linking applications to their common infrastructure needs. AI applications involve high degrees of complexity and uncertainty. First-order logic handles complexity well and probabilistic graphical models do the same for uncertainty, but neither can cope effectively with both. Thus neither is sufficient for general AI. Markov logic is a powerful new language that seamlessly combines the two. Statements in Markov logic are simply weighted formulas in first-order logic, interpreted as templates for features of Markov random fields. Most statistical models in wide use are special cases of Markov logic, and first-order logic is its infinite-weight limit. Inference algorithms for Markov logic combine ideas from satisfiability, Markov chain Monte Carlo, belief propagation, and resolution. Learning algorithms make use of conditional likelihood, convex optimization, and inductive logic programming. Markov logic has been successfully applied to problems in information extraction and integration, natural language processing, robot mapping, social networks, computational biology, and others, and is the basis of the open-source Alchemy system. © 2009 by Morgan & Claypool.",Markov logic: An interface layer for artificial intelligence,Synthesis Lectures on Artificial Intelligence and Machine Learning,Article,6/19/2009,Pedro,Domingos,2009
10.2214/AJR.18.20813,"© American Roentgen Ray SocietyOBJECTIVE. The purpose of this study is to develop an image-based deep learning (DL) model to predict the 5-year risk of breast cancer on the basis of a single breast MR image from a screening examination. MATERIALS AND METHODS. We collected 1656 consecutive breast MR images from screening examinations performed for 1183 high-risk women from January 2011 to June 2013, to predict the risk of cancer developing within 5 years of the screening. Women who lacked a 5-year screening follow-up examination and women who had cancer other than primary breast cancer develop in their breast were excluded from the study. We developed a logistic regression model based on traditional risk factors (the risk factor logistic regression [RF-LR] model) and a DL model based on the MR image alone (the Image-DL model). Examinations occurring within 6 months of a cancer diagnosis were excluded from the testing sets in each fold of cross-validation. We compared our models against the Tyrer-Cuzick (TC) model. All models were evaluated using mean (± SD) AUC values and observed-to-expected (OE) ratios across 10-fold cross-validation. RESULTS. The RF-LR and Image-DL models achieved mean AUC values of 0.558 ± 0.108 and 0.638 ± 0.094, respectively. In contrast, the TC model achieved an AUC value of 0.493 ± 0.092. The Image-DL and RF-LR models achieved mean OE ratios of 0.993 ± 0.658 and 0.828 ± 0.181, compared with the mean OE ratio of 1.091 ± 0.255 obtained using the TC model. CONCLUSION. Our DL model can assess the 5-year cancer risk on the basis of a breast MR image alone, and it showed improved individual risk discrimination when compared with a state-of-the-art risk assessment model. These results offer promising preliminary data regarding the potential of image-based risk assessment models to support more personalized care.",Deep learning model to assess cancer risk on the basis of a breast MR image alone,American Journal of Roentgenology,Article,1/1/2019,Regina,Barzilay,2019
10.2307/25470648,"How accurately condoms are being used vary across populations and knowledge of the factors determining its proper use remains unclear. Knowledge of such differentials and determinants would aid in evaluating the contributions of condom use to HIV epidemic reduction. Baseline data from the Situationally Focused Individual HIV/AIDS intervention to promote HIV protective behavior among 2,213 Nigerian Military Personnel were analyzed. Educational status as a predictor variable was assessed using univariable and multivariable logistic regression model. Compared to those with less than high school education, those with high school and some college education were two times more likely to demonstrate knowledge of condom use and modeling, prevalence odds ratio (POR), 2.32, 95% Confidence Interval (CI) = 1.60-3.37. After adjustment for the relevant covariates, higher education attainment was associated with nonsignificant 62% increase in knowledge and modeling, POR, 1.62, 95% CI = 0.78-3.38. This study is indicative of low knowledge of condom use and modeling among the Nigerian military personnel; as well as a direct correlation between education attainment and knowledge of condom use and modeling.",Epidemiologic and behavioral characterization of knowledge of condom use and modeling among military personnel.,African journal of reproductive health,Article,1/1/2008,W,Ross,2008
10.2307/3583273,"This study examined the association between HIV/AIDS knowledge, attitudes, and perceptions among high school students age 14 years and older who attended school in two large urban towns, Bo and Freetown, Sierra Leone, West Africa. All subjects in the survey were Africans in grade two to ten in schools in Sierra Leone (n = 137). The mean age of the respondents was 18 years; 55 percent were female and 45 percent were male. The AIDS Social Assertiveness Scale (ASAS) was used. There were five factors derived from the ASAS in the study, which are similar to those used in previous studies. The factors derived were: Disclosure-Help Seeking, Contact with Infected People, Sexual Negotiation, Difficult Social Interaction, and Refusal of Risk Behaviours. These data indicate that the sub-scale structure of the ASAS in students from Sierra Leone is almost identical to the sub-scale structure of the ASAS reported by Venier, Akande, and Ross for Kenya, Nigeria and Zimbabwe, and by Ross, Caudle, and Taylor for Australia. Some 52 percent of the subjects who had intercourse reported that they used condoms. Factors related to condom use were age, knowledge about HIV/AIDS, and anxiety about disclosure of HIV/STD problems. Data indicate that intercourse was common and that greater condom use was associated with less anxiety over sexual-negotiation and greater anxiety over disclosure of having HIV or an STD.","HIV/AIDS prevention-related social skills and knowledge among adolescents in Sierra Leone, West Africa.",African journal of reproductive health,Article,1/1/1997,W,Ross,1997
10.2466/pr0.1992.70.3.771,"The role of bias in assessments of personal susceptibility to threat is a central concept in research on perception of risk. The current study aimed to clarify the association between perceived personal susceptibility to infection with HIV/AIDS and injecting risk behaviour with injecting drug-users' perception of the baseline rate of infection with HIV/AIDS. 1262 injecting drug-users from Australian cities were interviewed. The injecting drug-users were divided into high- and low-risk groups depending on the HIV/AIDS risk associated with their injecting behaviour. Subjects were subdivided into low-, medium-, and high-perceived personal susceptibility groups. Analysis indicated that injecting drug-users in the high-risk group underestimated the prevalence of HIV/AIDS infection relative to those in the low-risk group and that perceived personal susceptibility was rationally related to estimates of the baseline rate of infection.",Sources of bias in perception of HIV risk by injecting drug-users.,Psychological reports,Article,1/1/1992,W,Ross,1992
10.2478/jdis-2021-0024,"© 2021 2021 Sahand Vahidnia et al., published by Sciendo.Detection of research fields or topics and understanding the dynamics help the scientific community in their decisions regarding the establishment of scientific fields. This also helps in having a better collaboration with governments and businesses. This study aims to investigate the development of research fields over time, translating it into a topic detection problem. To achieve the objectives, we propose a modified deep clustering method to detect research trends from the abstracts and titles of academic documents. Document embedding approaches are utilized to transform documents into vector-based representations. The proposed method is evaluated by comparing it with a combination of different embedding and clustering approaches and the classical topic modeling algorithms (i.e. LDA) against a benchmark dataset. A case study is also conducted exploring the evolution of Artificial Intelligence (AI) detecting the research topics or sub-fields in related AI publications. Evaluating the performance of the proposed method using clustering performance indicators reflects that our proposed method outperforms similar approaches against the benchmark dataset. Using the proposed method, we also show how the topics have evolved in the period of the recent 30 years, taking advantage of a keyword extraction method for cluster tagging and labeling, demonstrating the context of the topics. We noticed that it is not possible to generalize one solution for all downstream tasks. Hence, it is required to fine-tune or optimize the solutions for each task and even datasets. In addition, interpretation of cluster labels can be subjective and vary based on the readers' opinions. It is also very difficult to evaluate the labeling techniques, rendering the explanation of the clusters further limited. As demonstrated in the case study, we show that in a real-world example, how the proposed method would enable the researchers and reviewers of the academic research to detect, summarize, analyze, and visualize research topics from decades of academic documents. This helps the scientific community and all related organizations in fast and effective analysis of the fields, by establishing and explaining the topics. In this study, we introduce a modified and tuned deep embedding clustering coupled with Doc2Vec representations for topic extraction. We also use a concept extraction method as a labeling approach in this study. The effectiveness of the method has been evaluated in a case study of AI publications, where we analyze the AI topics during the past three decades.",Embedding-based Detection and Extraction of Research Topics from Academic Documents Using Deep Clustering,Journal of Data and Information Science,Article,6/1/2021,Hussein,Abbass,2021
10.24963/ijcai.2017/655,"As intelligent systems are increasingly making decisions that directly affect society, perhaps the most important upcoming research direction in AI is to rethink the ethical implications of their actions. Means are needed to integrate moral, societal and legal values with technological developments in AI, both during the design process as well as part of the deliberation algorithms employed by these systems. In this paper, we describe leading ethics theories and propose alternative ways to ensure ethical behavior by artificial systems. Given that ethics are dependent on the socio-cultural context and are often only implicit in deliberation processes, methodologies are needed to elicit the values held by designers and stakeholders, and to make these explicit leading to better understanding and trust on artificial autonomous systems.",Responsible autonomy,IJCAI International Joint Conference on Artificial Intelligence,Conference Paper,1/1/2017,Virginia,Dignum,2017
10.24963/ijcai.2017/658,"The doctrine of double effect (DDE) is a longstudied ethical principle that governs when actions that have both positive and negative effects are to be allowed. The goal in this paper is to automate DDE. We briefly present DDE, and use a firstorder modal logic, the deontic cognitive event calculus, as our framework to formalize the doctrine. We present formalizations of increasingly stronger versions of the principle, including what is known as the doctrine of triple effect. We then use our framework to successfully simulate scenarios that have been used to test for the presence of the principle in human subjects. Our framework can be used in two different modes: One can use it to build DDE-compliant autonomous systems from scratch; or one can use it to verify that a given AI system is DDE-compliant, by applying a DDE layer on an existing system or model. For the latter mode, the underlying AI system can be built using any architecture (planners, deep neural networks, bayesian networks, knowledge-representation systems, or a hybrid); as long as the system exposes a few parameters in its model, such verification is possible. The role of the DDE layer here is akin to a (dynamic or static) software verifier that examines existing software modules. Finally, we end by sketching initial work on how one can apply our DDE layer to the STRIPS-style planning model, and to a modified POMDP model. This is preliminary work to illustrate the feasibility of the second mode, and we hope that our initial sketches can be useful for other researchers in incorporating DDE in their own frameworks.",On automating the doctrine of double effect,IJCAI International Joint Conference on Artificial Intelligence,Conference Paper,1/1/2017,Selmer,Bringsjord,2017
