"doi","abstract","title","journal","description","cover_date","first_name","last_name","date","year"
"10.1214/06-BA126"," key problem statistics machine learning inferring suitable structure model given observed data bayesian approach model comparison makes use marginal likelihood candidate model form posterior distribution models unfortunately models interest notably containing hidden latent variables marginal likelihood intractable compute present variational bayesian vb algorithm directed graphical models optimises lower bound approximation marginal likelihood procedure similar standard em algorithm show large class models call conjugate exponential vb algorithm straightforward generalisation em algorithm incorporates uncertainty model parameters thorough case study using small class bipartite dags containing hidden variables compare accuracy vb approximation existing asymptoticdata approximations bayesian information criterion bic cheesemanstutz cs criterion also sampling based gold standard annealed importance sampling ais find vb algorithm empirically superior cs bic much faster ais moreover prove vb approximation can always constructed way guarantees accurate cs approximation international society bayesian analysis","Variational Bayesian learning of directed graphical models with hidden variables","Bayesian Analysis","Article",2006-12-01,"Zoubin","Ghahramani",2006,"2006"
"10.1258/0956462001914797"," purpose report present findings pilot study conducted explore associations sociodemographic drug use health belief factors perceived compliance zidovudine azt among africanamerican drug users data collected washington dc usa individuals africanamerican recent current drug injectors crack smokers hivseropositive receiving treatment hiv infection participants recruited local organizations provide services hivinfected persons participants interviewed using questionnaire solicited sociodemographic lifetime current drug use current sexual behaviours health status hiv drug treatment history health belief data analyses limited individuals currently using illicit substance received azt medical treatment parametric pearsons r nonparametric spearmans rho statistics used assess correlations perceived compliance azt dosing independent variables study intended descriptive exploratory level statistical significance set rather customary antiretroviral medications recognized recalled participants presented commonly recalled medication azt slightly less onethird participants reported completely compliant azt regimen perceived compliance found negatively associated variables age homelessness number injections previous days trading sex drugs perception aids longer serious disease since development new antiretroviral medications intensity feelings joy fear belief taking antihiv medications result better health found positively correlated bivariate associations perceived compliance sociodemographic drug use sexual behaviour health belief variables suggest avenues study potential points intervention increase compliance antiretroviral medications among racialethnic minority drug users receiving treatment hiv infection","Perceived compliance with AZT dosing among a sample of African-American drug users","International Journal of STD and AIDS","Article",2000-01-31,"W","Ross",2000,"2000"
"10.1258/0956462001916416","homeless people one vulnerable regard hiv transmission however research population carried samples health clinics surveyed homeless people houston day shelter regard hivaids knowledge risk behaviours sample africanamerican euroamerican small numbers latinamericans nativeamericans asianamericans half born texas male data indicated hivaids knowledge higher higher behavioural risk although direction causality crosssectional data inferred africanamericans slightly higher risk compared previous clinic samples sample older higher number onethird slept last night outside eighty per cent hiv test condom use low males females commonly reporting using condoms although half sexual contact past month multivariate analysis indicated ethnicity hivaids knowledge independent predictors risk behaviour lifetime risks included onethird injected drugs land shared needles nearly sex someone knew hiv seropositive lack future time perspective rather level knowledge may barrier reducing hiv risks data discussed terms policy implications homelessness","HIV risks in a homeless population","International Journal of STD and AIDS","Article",2000-08-22,"W","Ross",2000,"2000"
"10.1258/095646205774763135"," epidemiology hivaids epidemic united states focused research attention lesbian gay bisexual transgendered communities well racial ethnic minorities much attention however focused specific racial ethnic groups specific sexual minorities report results study examined association condom use partnership types among men four major racialethnic groups selfreported data sexual identity homosexual bisexual heterosexual condom use past three months collected african americans hispanic asian white men intercepted public places houston tx data indicated condom use lowest african americans hispanic men bisexual men reported highest levels use heterosexual men reporting lowest use african americans hispanic men reported generally difficult use condom sexual contact although patterns selfidentified homosexual heterosexual bisexual men varied across raceethnicity homosexual african american men reported least difficulty white homosexual men difficulty compared heterosexual bisexual peers homosexually identified men considerable differences across raceethnicity proportion partners never rarely disagreed use condoms asians disagreeing least african americans within racialethnic groups levels condom use difficulty similar male female partners suggesting sexual identity rather partner gender impacted condomuse messages data suggest racialethnic targeting condom use likely efficacious increasing condom use men","Reported condom use and condom use difficulties in street outreach samples of men of four racial and ethnic backgrounds","International Journal of STD and AIDS","Article",2005-11-01,"W","Ross",2005,"2005"
"10.1258/095646207781024757","one hundred ninetythree adults hiv taking antiretroviral therapy completed questionnaire demographics health beliefs medication sideeffects adherence dose schedule dietary instructions three health beliefs indices identified antiretroviral therapy art benefits art adherence selfefficacy beliefs future hivrelated health concerns patients experienced medication sideeffects reported strong beliefs hiv infection cause future health problems distrust benefits art aids diagnosis obtained medical records medication sideeffects related three types adherence beliefs future hivrelated health concerns associated suboptimal dose adherence beliefs art benefits associated suboptimal schedule dietary instructions adherence older age partner protective factors schedule adherence data suggest health beliefs may vary across type adherence adherence behaviours may coping strategy adjust antiretroviral therapy ones daily living","Three types of adherence to HIV antiretroviral therapy and their association with AIDS diagnosis, medication side-effects, beliefs about antiretroviral therapy, and beliefs about HIV disease","International Journal of STD and AIDS","Article",2007-06-01,"W","Ross",2007,"2007"
"10.1258/0956462971919246","fears occupational transmission hiv may significant impact behaviour health care workers infection control practices investigated relationships fear aids infection control practices health care workers major university teaching hospitals nigeria usa data fear aids scale measure infection control practices beliefs showed knowledge whether patient hivinfected determined infection control practices calabar texas patient known infected differences countries fears aids related infection control practices significantly usa nigeria almost relationship data may influenced greater availability disposable equipment usa compared nigeriahiv infection control practices fear aids compared health care workers doctors nurses nursing aides laboratory technologists major university teaching hospitals houston texas us calabar nigeria mean duration hospital employment years nigeria years us sample mean probability treating patient aids next months estimated nigeria us nigerian hospital workers likely us counterparts observe infection control practices carrying sharps punctureproof containers knew patient aids compliant patients serostatus unknown differences infection control practices related crossnational demographic occupational factors us nigeria significant correlation practices recapping syringes hand fear aids regardless prior knowledge hiv status significantly stronger association fear aids compliance infection control practices us compared nigeria may reflect higher hiv prevalence widespread availability disposable equipment stricter enforcement infection control laws lower providerpatient ratios us setting","Cross-national HIV infection control practices and fear of AIDS: A comparison between Nigeria and the USA","International Journal of STD and AIDS","Article",1997-12-22,"W","Ross",1997,"1997"
"10.1287/ijoc.2021.1091"," informsthis paper offers methodological contribution intersection machine learning operations research namely propose methodology quickly predict expected tactical descriptions operational solutions tdoss problem address occurs context twostage stochastic programming second stage demanding computationally aim predict high speed expected tdos associated secondstage problem conditionally firststage variables may used support solution overall twostage problem avoiding online generation multiple secondstage scenarios solutions formulate tactical prediction problem stochastic optimal prediction program whose solution approximate supervised machine learning training data set consists large number deterministic operational problems generated controlled probabilistic sampling labels computed based solutions problems solved independently offline employing appropriate aggregation subselection methods address uncertainty results motivating application load planning rail transportation show deep learning models produce accurate predictions short computing time milliseconds less predictive accuracy close lower bounds calculated based sample average approximation stochastic prediction programs","Predicting Tactical Solutions to Operational Planning Problems under Imperfect Information","INFORMS Journal on Computing","Article",2022-01-01,"Yoshua","Bengio",2022,"2022"
"10.1300/J077V12N01_08"," article examines responses partners close family members bereaved partner family member died aids respondents interviewed responses categorized special emphasis placed patterns bereavement possible signs posttraumatic stress disorder two groups respondents authors found respondents lost lovers family members aids focused positive aspects death dying described loneliness feelings emotiness worst encounters bereavement format funerals appeared encapsulate feelings dead loved one reactions loss selfeuthanasia also generated ambivalent feelings interestingly respondents received support friends support groups professional counselors rather family members respondents showed little concern future regard hiv aids haworth press inc rights reserved","Responses to AIDS-related bereavement","Journal of Psychosocial Oncology","Article",1994-07-21,"W","Ross",1994,"1994"
"10.1300/J129v03n03_03"," objective study determine relationships social skillsanxieties hivstd prevention actual anticipated sexual behaviors year indian college students quantitative questionnaire examining hiv std risk behaviors knowledge attitudes beliefs aids social assertiveness scale asas administered year indian college students scales asas scored compared three groups sexual experience hs anticipated unable refuse sex anticipate problems refusing sex ds group significantly greater anxieties refusing sexual risk behaviors hs ds groups also significantly greater anxieties dealing condoms ds groups compared hs group confiding sexual hivstd related problems significant others considered anxietyprovoking group compared hs group group anxious interactions people hiv factor analysis produced dimensions found previous studies condom interactions confiding significant others anxiety provoking concluded social skills training sexual negotiations condom negotiations confiding hivstdrelated concerns significant others reduce risks indian college students unwanted unprotected sex haworth press inc rights reserved","Aids-related social anxieties, social skills and sexual activities in indian college students","Journal of HIV/AIDS Prevention and Education for Adolescents and Children","Article",2000-02-04,"W","Ross",2000,"2000"
"10.1300/J236v01n02_07"," study describes development psychometric characteristics norms gay life events scale gales homosexual men standardized two western countries scale developed determine stresses life events including related sexual orientation aids assess impact stigmatization mental physical health scale exhibits high validity compared common items parent instrument exhibits crosscultural stability data suggest relationship life events emotional distress life change associated closer homosexual heterosexual men taylor francis group llc","A gay life events scale (Gales) for homosexual men","Journal of Gay and Lesbian Psychotherapy","Article",1989-04-28,"W","Ross",1989,"1989"
"10.1300/J236v01n04_06"," effect psychological resistance aids counselling explored theoretically practically theoretical implications differing cognitive paradigms hiv counselling emphasizes need health professionals adopt model risk behavior opposed risk group phobic paradigm aids virus transmissionpractical issues affecting level resistance explored chronologically pretest resistance may manifest reluctance seek testing factors influencing pretest resistance included type testing available degree confidentiality general resistance common areas medical testing resistance test site commonly resistance specifically counselling resistance examined rational emotive therapy model ret managing resistance outlined resistance following testing examines clients’ failure engage safer sex safer needle practices issue subsequent referral finally resistance counsellor process counsellor client addressed taylor francis group llc","Psychological resistance and hiv counselling","Journal of Gay and Lesbian Psychotherapy","Article",1991-10-11,"W","Ross",1991,"1991"
"10.1364/OSAC.403102"," optical society america terms osa open access publishing agreementautomated segmentation eyes morphological features oct datasets fundamental support rapid clinical decision making avoid timeconsuming manual segmentation images recent years deep learning dl techniques become commonly employed approach tackle image analysis problems study provides description development automated dl segmentation methods bruchs membrane opening bmo series oct crosssectional scans range dl techniques systematically evaluated secondary goal understand effect network input size model performance results indicate fully semantic approach whole bscan considered data augmentation results best performance achieving high levels similarity metrics dice coefficient bmo boundary localization mean absolute error pixels work highlights importance fully semantic methods patchbased techniques classification oct regions","Deep learning approaches for segmenting Bruch's membrane opening from OCT volumes","OSA Continuum","Article",2020-12-15,"Michael","Collins",2020,"2020"
"10.1371/journal.pone.0195024"," xiao et al open access article distributed terms creative commons attribution license permits unrestricted use distribution reproduction medium provided original author source creditedobjective hospital readmission costs lot money every year many hospital readmissions avoidable excessive hospital readmissions also harmful patients accurate prediction hospital readmission can effectively help reduce readmission risk however complex relationship readmission potential risk factors makes readmission prediction difficult task main goal paper explore deep learning models distill complex relationships make accurate predictions materials methods propose content deep model predicts hospital readmissions via learning interpretable patient representations capturing local global contexts patient electronic health records ehr hybrid topic recurrent neural network topicrnn model experiment conducted using ehr real world congestive heart failure chf cohort patients results proposed model outperforms stateoftheart methods readmission prediction eg ± vs second best ± terms rocauc derived patient representations utilized patient phenotyping learned phenotypes provide precise understanding readmission risks discussion embedding local global context patient representation improves prediction performance also brings interpretable insights understanding readmission risks heterogeneous chronic clinical conditions conclusion first kind model integrates power conventional deep neural network probabilistic generative models highly interpretable deep patient representation learning experimental results case studies demonstrate improved performance interpretability model","Readmission prediction via deep contextual embedding of clinical concepts","PLoS ONE","Article",2018-04-01,"Adji Bousso","Dieng",2018,"2018"
"10.1371/journal.pone.0195024"," xiao et al open access article distributed terms creative commons attribution license permits unrestricted use distribution reproduction medium provided original author source creditedobjective hospital readmission costs lot money every year many hospital readmissions avoidable excessive hospital readmissions also harmful patients accurate prediction hospital readmission can effectively help reduce readmission risk however complex relationship readmission potential risk factors makes readmission prediction difficult task main goal paper explore deep learning models distill complex relationships make accurate predictions materials methods propose content deep model predicts hospital readmissions via learning interpretable patient representations capturing local global contexts patient electronic health records ehr hybrid topic recurrent neural network topicrnn model experiment conducted using ehr real world congestive heart failure chf cohort patients results proposed model outperforms stateoftheart methods readmission prediction eg ± vs second best ± terms rocauc derived patient representations utilized patient phenotyping learned phenotypes provide precise understanding readmission risks discussion embedding local global context patient representation improves prediction performance also brings interpretable insights understanding readmission risks heterogeneous chronic clinical conditions conclusion first kind model integrates power conventional deep neural network probabilistic generative models highly interpretable deep patient representation learning experimental results case studies demonstrate improved performance interpretability model","Readmission prediction via deep contextual embedding of clinical concepts","PLoS ONE","Article",2018-04-01,"David","Blei",2018,"2018"
"10.1422/101896"," rights reservedcomputational scientific discovery important area research cognitive science can scientific theory represented computer program can also discovered computers using techniques methodologies artificial intelligence present new methodology currently development called gems successfully applied cognitive science order semiautomatically generate scientific theories gems application genetic programming given protocol experiment set experimental data elementary operations case elementary psychological processes evolves programs ‘behave like experimental subject one generation next programs improved thanks evolutionary plausible mechanisms aim minimise discrepancy model predictions data interestingly gems makes possible perform efficient search combinatorial model space output gems formal scientific theory specific dataset expressed computer program paper present main features gems example applied hypothetical scenario discuss theoretical implications approach scientific discovery present ideas future research cognitive science using gems","GEMS: GENETICALLY EVOLVING MODELS IN SCIENCE","Sistemi Intelligenti","Article",2022-04-01,"Fernand","Gobet",2022,"2022"
"10.14324/LRE.19.1.01"," dignumartificial intelligence ai impacting education many different ways virtual assistants personalized education student teacher tracking systems potential benefits ai education often come discussion impact privacy wellbeing time social transformation brought ai requires reform traditional education systems article discusses responsible trustworthy vision ai relates affects education","The role and challenges of education for responsible ai","London Review of Education","Article",2021-01-13,"Virginia","Dignum",2021,"2021"
"10.1515/pjbr-2021-0009"," selmer bringsjord et al published de gruytersuppose artificial agent aadjatextadj time unfolds receives multiple artificial agents may turn received yet agents propositional content ii must solve ethical problem basis received aadjatextadj adjudicate received order produce solution consider environment infused logicist artificial agents aaanaaldotsan sense report findings adjudicatoragents must solve ethical problems many agents may robots environment inconsistency virtual guarantee aadjatextadj may instance receive report aa proposition fphi holds aa ¬fneg phi holds aa neither fphi ¬fneg phi believed rather ucpsi instead level likelihood assume agents receiving incompatible reports will nonetheless sometimes simply need long make decisions basis reports order try solve ethical problems provide solution quandary ai capable adjudicating competing reports subsidiary agents time delivering humans rational ethically correct relative underlying ethical principles recommendation based upon adjudication illuminate solution anchor particular scenario","Automated argument adjudication to solve ethical problems in multi-agent environments","Paladyn","Article",2021-01-01,"Selmer","Bringsjord",2021,"2021"
"10.1521/aeap.14.6.361.24081"," study determine sampling differences internet sites obtained data men sex men chinese gay chat rooms email web sites respondents approached investigator agreed fill anonymous questionnaire internet use sexual activity materials contacts chinese characters data indicated differences chat room internet samples using email appear isolated homosexuallyidentified rather bisexual experience casual partners number sexual activities less likely carry condoms safe sex email respondents likely want discuss hivaids prevention web site site data suggest two recruiting methods largely comparable respondent characteristics email respondents likely isolated higher hiv risk chat room participants","Differences between chat room and e-mail sampling approaches in Chinese men who have sex with men","AIDS Education and Prevention","Article",2002-01-01,"W","Ross",2002,"2002"
"10.1521/aeap.15.7.570.24047"," study investigated hivaids knowledge risk behaviors perceptions access services among black immigrants african nations houston texas united states three hundred nine respondents completed item selfadministered questionnaire hivaids knowledge risk behaviors access services stigma data analysis revealed population highly educated educational attainment levels beyond high school plurality motivated immigrate united states academic reasons group displayed high level knowledge modes hiv transmission generally christian background respondents higher knowledge muslim background nevertheless reported never used condom overwhelming majority respondents reporting low selfperceived risk contracting hiv findings together persistent practice traditional rituals body scarringtattooing significant minority lack awareness vertical transmission women men discouraging scores hiv stigma perception scale suggest targeted campaign raise awareness population warranted","Assessing the HIV/AIDS health services needs of African immigrants to Houston","AIDS Education and Prevention","Article",2003-12-01,"W","Ross",2003,"2003"
"10.1521/aeap.2008.20.6.547"," studied internalized homonegativity ih hivpositive men sex men msm six epicenters across united states attended hiv prevention workshop participants included african american hispanic white white nonhispanic men higher ih signifcantly associated african american race compulsive sexual behavior openness msm sexual comfort depression education level importance religion also associated ih independently predicted third outcomes variance higher ih two signifcant paths led unsafe sexual behavior frst serodiscordant unprotected anal intercourse sduai less outthus disclosing serostatus secondary partners less frequently second lower condom selfeffcacy sduai lower sexual comfort data provide information demographic sexual mental health variables associated ih offer indication paths ih associated serodiscordant risk behavior hivpositive msm guilford press","The relationship of internalized homonegativity to unsafe sexual behavior in HIV-seropositive men who have sex with men","AIDS Education and Prevention","Article",2008-12-01,"W","Ross",2008,"2008"
"10.1521/aeap.2009.21.3.251","rapid socioeconomic transformation vietnam last years followed liberation sexual expression representation sexual identity among young people increase visibility homosexual men major cities vietnam largely unknown population emergence hiv epidemic men sex men msm now considered one target groups many hiv prevention programs qualitative study examines local identities relationships sexual practices among young msm aged cities hanoi ho chi minh city analyses based indepth interviews focus group discussions young msm recruited public place intercepts cruising areas data document linguistic classification sexual relationships behaviors identity process homosexual identification potential linkage sexual identity sexual behaviors msm vietnam data also highlight stages homosexual community development urban vietnam important differences vietnam west representation homosexual identity relationships practices light findings suggest continuing development elaboration homosexual community hanoi ho chi minh city offers significant opportunities targeted hivaids prevention activities vietnamese msm population guilford press","Male homosexual identities, relationships, and practices among young men WHO have sex with men in Vietnam: implications for HIV prevention","AIDS Education and Prevention","Article",2009-01-01,"W","Ross",2009,"2009"
"10.1521/aeap.2010.22.2.126"," study designed examine impact hiv treatment optimism sexual risk among racially diverse sample hivpositive msm survey data collected racially diverse hivpositive msm inclusion criteria years age male least one incident unprotected anal intercourse uai last year currently treatment variables included demographics sexual risk depression internalized homonegativity hiv treatment history alcoholdrug use beliefs hiv treatments susceptibility transmit hiv severity hiv infection condom motivation lower income likely report hiv less transmissible selfreported decrease condom motivation associated white welleducated increased alcoholdrug use decrease severity hiv associated better mental health nonwhite undetectable viral load sexual risk appears related beliefs treatment affects transmissibility hiv race socioeconomic status alcoholdrug use mental health viral load also associated treatment beliefs guilford press","HIV treatment optimism and unsafe anal intercourse among HIV-positive men who have sex with men: Findings from the positive connections study","AIDS Education and Prevention","Article",2010-04-21,"W","Ross",2010,"2010"
"10.1524/itit.47.3.163.65606","© oldenbourg verlag transregional collaborative research center sfbtr spatial cognition established german science foundation dfg universities bremen freiburg january research projects pursue interdisciplinary research intelligent spatial information processing article introduces research field spatial cognition reports aspects cognitive psychology cognitive robotics linguistics artificial intelligence","Transregional collaborative research center SFB/TR 8 spatial cognition: Reasoning, action, interaction","IT - Information Technology","Article",2005-03-01,"Wolfram","Burgard",2005,"2005"
"10.1557/mrc.2019.50","copyright © materials research society introduce crystal multiagent ai system crystalstructure phase mapping crystal first system can automatically generate portfolio physically meaningful phase diagrams expertuser exploration selection crystal outperforms previous methods solve example pdrhta phase diagram enabling discovery mixedintermetallic methanol oxidation electrocatalyst integration multiple dataknowledge sources learning reasoning algorithms combined exploitation problem decompositions relaxations parallelism empowers ai supersede human scientific data interpretation capabilities enable otherwise inaccessible scientific discovery materials science beyond","CRYSTAL: A multi-agent AI system for automated mapping of materials' crystal structures","MRS Communications","Article",2019-06-01,"Carla","Gomes",2019,"2019"
"10.1557/mrc.2020.55","copyright © authors published behalf materials research society cambridge university pressabstract obtaining good statistical representation material microstructures crucial establishing robust processstructureproperty linkages machine learning techniques can bridge gap one major difficulty leveraging recent advances deep learning purpose scarcity good quality data enough metadata machine learning similarity metric learning using siamese networks used deal sparse data inspired authors propose siamese architecture learn microstructure representations authors show analysis tasks classification microstructures can done efficiently learned representation space","Microstructure representation learning using Siamese networks","MRS Communications","Article",2020-12-01,"Pushpak","Bhattacharyya",2020,"2020"
"10.1557/proc-0955-i16-02"," de rf performance algangan high electron mobility transistors hemts grown molecular beam epitaxy sionpoly sopsic substrates reported hemt structure incorporated period ganain superlattice algan barrier gan channel improved carrier confinement knee voltage devices µm gatedrain spacing v increased v µm spacing maximum frequency oscillation f max ghz devices µm gate length µm gatedrain spacing parameter extraction measured rf characteristics showed maximum intrinsic transconductance msmm materials research society","AlGaN/GaN high electron mobility transistors on Si/SiO2/poly-SiC substrates","Materials Research Society Symposium Proceedings","Conference Paper",2006-01-01,"I","J.",2006,"2006"
"10.15607/RSS.2021.XVII.072"," mit press journals rights reservedrobots will expected manipulate wide variety objects complex arbitrary ways become widely used human environments rearrangement objects noted important benchmark ai capabilities recent years propose nerp neural rearrangement planning deep learning based approach multistep neural object rearrangement planning works neverbeforeseen objects trained simulation data generalizes real world compare nerp several naive modelbased baselines demonstrating approach measurably better can efficiently arrange unseen objects fewer steps less planning time finally demonstrate several challenging rearrangement problems real world ","NeRP: Neural Rearrangement Planning for Unknown Objects","Robotics: Science and Systems","Conference Paper",2021-01-01,"Dieter","Fox",2021,"2021"
"10.1561/2200000006","theoretical results suggest order learn kind complicated functions can represent highlevel abstractions eg vision language ailevel tasks one may need deep architectures deep architectures composed multiple levels nonlinear operations neural nets many hidden layers complicated propositional formulae reusing many subformulae searching parameter space deep architectures difficult task learning algorithms deep belief networks recently proposed tackle problem notable success beating stateoftheart certain areas monograph discusses motivations principles regarding learning algorithms deep architectures particular exploiting building blocks unsupervised learning singlelayer models restricted boltzmann machines used construct deeper models deep belief networks y bengio","Learning deep architectures for AI","Foundations and Trends in Machine Learning","Article",2009-12-01,"Yoshua","Bengio",2009,"2009"
"10.1590/S1020-49892009001200005","objective assess analyze associations adherence treatment social position women living hivaids method crosssectional descriptive correlational study among colombian women conducted participants completed three questionnaires sociodemographic clinical characteristics survey treatment adherence scale social position survey results women low social position significantly higher probability low treatment adherence p majority social position variables measured significant effect adherence general model considering variables type national health care plan contributive subsidized case vinculadas uninsured none hivpositive children level viral load statistically reliable predicting study participants treatment adherence membership subsidized plan uninsured greater effect probability low adherence membership contributive plan p univariate regression analyses confirmed women hivpositive children viral load copiesml likely low adherence women without characteristics p p respectively conclusions improving womens adherence hivaids treatment colombia require eliminating barriers national health care system comprehensive health care services implementing programs take account womens role maternal caregivers findings underscore need integrate variables related gender inequality social position treatment adherence analysis advocated social determinants health approach","Social position, gender role, and treatment adherence among Colombian women living with HIV/AIDS: Social determinants of health approach","Revista Panamericana de Salud Publica/Pan American Journal of Public Health","Article",2009-01-01,"W","Ross",2009,"2009"
"10.1609/aimag.v30i1.2151"," first conference artificial general intelligence agi held march university memphis overall goal conference work toward common understanding promising paths toward creating ai systems general intelligence human level beyond share interim results ideas achieved researchers actively working toward powerful artificial general intelligence copyright association advancement artificial intelligence rights reserved","Report on the first conference on artificial general intelligence (AGI-08)","AI Magazine","Conference Paper",2009-01-01,"Ben","Goertzel",2009,"2009"
"10.1609/aimag.v30i3.2254","creativity isnt magical aspect normal human intelligence special faculty granted tiny elite three forms combinational exploratory transformational three can modeled ai cases impressive results ai techniques underlie various types computer art whether computers really creative isnt scientific question philosophical one theres clear answer beginnings scientific understanding creativity copyright association advancement artificial intelligence rights reserved","Computer models of creativity","AI Magazine","Article",2009-01-01,"Margaret","Boden",2009,"2009"
"10.1609/aimag.v34i1.2431","ebird citizenscience project takes advantage human observational capacity identify birds species uses observations accurately represent patterns bird occurrences across broad spatial temporal extents ebird employs artificial intelligence techniques machine learning improve data quality taking advantage synergies human computation mechanical computation call humancomputer learning network whose core active learning feedback loop humans machines dramatically improves quality thereby continually improves effectiveness network whole article explore humancomputer learning networks can leverage contributions human observers process contributed data artificial intelligence algorithms leading computational power far exceeds sum individual parts copyright association advancement artificial intelligence","E Bird: A human/computer learning network to improve biodiversity conservation and research","AI Magazine","Conference Paper",2013-01-01,"Carla","Gomes",2013,"2013"
"10.1609/aimag.v35i2.2525","computational sustainability problems exist dynamic environments high amounts uncertainty provide variety unique chal lenges artificial intelligence research opportunity significant impact upon collective future editorial introduction provides overview artificial intelligence computational sustainability introduces next two special issue articles will appear ai magazine copyright association advancement artificial intelligence rights reserved","Computational sustainability","AI Magazine","Review",2014-01-01,"Carla","Gomes",2014,"2014"
"10.1609/aimag.v36i1.2576"," association advancement artificial intelligence rights reservedthe aiide workshop program held friday saturday october north carolina state university raleigh north carolina workshop program included five workshops covering wide range topics titles workshops held friday artificial intelligence adversarial realtime games games natural language processing titles workshops held saturday diversity games research experimental ai games musical metacreation article presents short summaries events","Reports of the workshops held at the tenth AAAI conference on artificial intelligence and interactive digital entertainment (AIIDE)","AI Magazine","Conference Paper",2015-03-01,"Arne","Eigenfeldt",2015,"2015"
"10.1609/aimag.v37i1.2636","copyright association advancement artificial intelligence rights reservedgiven wellknown limitations turing test need objective tests focus attention measure progress toward goals ai paper argue machine performance standardized tests key component new measure ai attaining high level performance requires solving significant ai problems involving language understanding world modeling critical skills machine lays claim intelligence addition standardized tests basic requirements practical test accessible easily comprehensible clearly measurable offer graduated progression simple tasks requiring deep understanding world propose task challenge problem community summarize stateoftheart results math science tests provide supporting data sets wwwallenaiorg","My computer is an honor student - But how intelligent is it? Standardized tests as a measure of AI","AI Magazine","Article",2016-01-01,"Oren","Etzioni",2016,"2016"
"10.1609/aimag.v37i1.2648","copyright association advancement artificial intelligence rights reservedi argued goal humanlevel ai can equivalently expressed creating sufficiently smart software social organisms equivalence useful latter formulation makes strong suggestions systems evaluated single test enough something become apparent limitations turings test brought workshop motivated talk article based positively provides framework organizing battery tests namely apprenticeship trajectory apprentice initially student learning instructors carefully designed exercises apprentices start working assistants mentor increasing responsibility learn eventually start working autonomously communicating others level even taking apprentices can learn build ai systems capabilities revolutionary hope substrate capabilities social organisms proposed will encourage others undertake kind research fantasy turing test many proposed replacements single simple test can found measuring progress toward humanlevel ai part attraction view alternative difficult expensive many tests involving multiple capabilities interactions time people require substantial investments research engineering evaluation given tackling one deepest questions ever asked humanity mind surprising believe will extraordinarily productive investment","Software social organisms: Implications for measuring AI progress","AI Magazine","Article",2016-01-01,"Ken","Forbus",2016,"2016"
"10.1609/aimag.v37i2.2661","copyright association advancement artificial intelligence rights reservedthis article contains reports ai humanrobot interaction cognitive assistance government public sector applications deceptive counterdeceptive machines selfconfdence autonomous systems sequential decision making intelligent agents symposia held november arlington virginia","The 2015 AAAI fall symposium series reports","AI Magazine","Conference Paper",2016-06-01,"Selmer","Bringsjord",2016,"2016"
"10.1609/aimag.v38i4.2743","© copyright association advancement artificial intelligence rights reservedthe companion cognitive architecture aimed reaching humanlevel ai creating software social organisms systems interact people using natural modalities working learning extended periods time collaborators rather tools two central hypotheses achieve analogical reasoning learning central cognition qualitative representations provide level description facilitates reasoning learning communication article discusses evidence gathered supporting hypotheses experiments companion architecture although far ultimate goals experiments provide strong evidence utility analogy qualitative representation across range tasks also discuss three lessons learned highlight three important open problems cognitive systems research broadly","Analogy and qualitative representations in the companion cognitive architecture","AI Magazine","Article",2017-12-01,"Ken","Forbus",2017,"2017"
"10.1609/aimag.v39i1.2785","copyright association advancement artificial intelligence rights reservedfrom stone age bronze iron modern silicon ages discovery characterization new materials always instrumental humanitys development progress current pressing need address sustainability challenges find alternatives fossil fuels look solutions development new materials will allow renewable energy discover materials required properties materials scientists can perform highthroughput materials discovery includes rapid synthesis characterization via xray diffraction xrd thousands materials central problem materials discovery phase map identification problem involves determination crystal structure materials materials composition structural characterization data analysis traditionally performed mainly hand can take days single material system work present phasemapper solution platform tightly integrates xrd experimentation ai problem solving human intelligence interpreting xrd patterns inferring crystal structures underlying materials phasemapper compatible spectral demixing algorithm including novel solver agilefd based convolutive nonnegative matrix factorization nmf agilefd allows materials scientists rapidly interpret xrd patterns incorporates constraints capture prior knowledge physics materials well human feedback system materials scientists able interpret previously unsolvable systems xrd data department energys joint center artificial photosynthesis including nbmnv oxide system led discovery new solar light absorbers provided illustrative example aienabled highthroughput materials discovery","Phase-mapper: Accelerating materials discovery with AI","AI Magazine","Article",2018-03-01,"Carla","Gomes",2018,"2018"
"10.1609/aimag.v40i1.2844","copyright association advancement artificial intelligence rights reservedn idea implementing reinforcement learning computer one earliest ideas possibility ai reinforcement learning remained margin ai relatively recently today see reinforcement learning playing essential roles impressive ai applications article presents observations author’s personal experience reinforcement learning recent years history ai focusing striking connections emerged largely separate disciplines findings surprised along way connections surprises place reinforcement learning historical context help explain success finding modern ai article concludes discussing challenges need faced reinforcement learning moves real world","Reinforcement learning: Connections, surprises, challenges","AI Magazine","Review",2019-03-01,"Andrew","Barto",2019,"2019"
